Description,6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,ANTIQUE SILVER T-LIGHT GLASS,ASSORTED COLOUR BIRD ORNAMENT,BAKING SET 9 PIECE RETROSPOT ,CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,CLOTHES PEGS RETROSPOT PACK 24 ,COOK WITH WINE METAL SIGN ,DOLLY GIRL LUNCH BOX,DOORMAT KEEP CALM AND COME IN,DOORMAT RED RETROSPOT,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,GIN + TONIC DIET METAL SIGN,GINGERBREAD MAN COOKIE CUTTER,GREEN REGENCY TEACUP AND SAUCER,GUMBALL COAT RACK,HAND OVER THE CHOCOLATE   SIGN ,HAND WARMER OWL DESIGN,HANGING HEART JAR T-LIGHT HOLDER,HEART OF WICKER LARGE,HEART OF WICKER SMALL,HOME BUILDING BLOCK WORD,HOT WATER BOTTLE KEEP CALM,IVORY KITCHEN SCALES,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG 50'S CHRISTMAS ,JUMBO BAG ALPHABET,JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,JUMBO BAG VINTAGE DOILY ,JUMBO BAG VINTAGE LEAF,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,LOVE BUILDING BLOCK WORD,LUNCH BAG  BLACK SKULL.,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG SUKI DESIGN ,LUNCH BAG VINTAGE DOILY ,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG WOODLAND,NATURAL SLATE HEART CHALKBOARD ,PACK OF 20 NAPKINS PANTRY DESIGN,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PAPER BUNTING RETROSPOT,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,PARTY BUNTING,PINK CREAM FELT CRAFT TRINKET BOX ,PINK REGENCY TEACUP AND SAUCER,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,PLEASE ONE PERSON METAL SIGN,POPCORN HOLDER,POSTAGE,RABBIT NIGHT LIGHT,RECIPE BOX PANTRY YELLOW DESIGN,RED  HARMONICA IN BOX ,RED HANGING HEART T-LIGHT HOLDER,RED RETROSPOT CHARLOTTE BAG,REGENCY CAKESTAND 3 TIER,RETROSPOT HEART HOT WATER BOTTLE,RETROSPOT TEA SET CERAMIC 11 PC ,REX CASH+CARRY JUMBO SHOPPER,ROSES REGENCY TEACUP AND SAUCER ,ROUND SNACK BOXES SET OF4 WOODLAND ,SCOTTIE DOG HOT WATER BOTTLE,SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 3 REGENCY CAKE TINS,SET OF 4 PANTRY JELLY MOULDS,SET OF 6 SPICE TINS PANTRY DESIGN,SET/20 RED RETROSPOT PAPER NAPKINS ,SET/5 RED RETROSPOT LID GLASS BOWLS,SMALL WHITE HEART OF WICKER,SPACEBOY LUNCH BOX ,SPOTTY BUNTING,VICTORIAN GLASS HANGING T-LIGHT,VINTAGE SNAP CARDS,WHITE HANGING HEART T-LIGHT HOLDER,WOOD BLACK BOARD ANT WHITE FINISH,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,WOODLAND CHARLOTTE BAG
RETROSPOT HEART HOT WATER BOTTLE,0.20344401311067514,0.20397791790965458,0.01813440424965609,0.2999882989047258,0.06834986210113121,0.04384507469888854,0.0787668733787686,0.56420083220862,0.17840870693575905,0.3146981245627386,0.2386115568654147,0.7292204604412474,0.27783989681390237,0.031174209185521162,0.13332629104292631,0.04309244126920646,0.05323143466731399,0.2389522628231173,0.21758626505956294,0.13008638615259238,0.20352275152245758,0.021207258485665206,0.1115018138762983,0.17501648778429701,0.8179831661210808,0.8192109729649155,0.10640827334458737,0.07560453758437767,0.2112656575727762,0.24260986660851422,0.6209893546666769,0.03461632195224454,0.16937361891755093,0.06209886946905477,0.07723127798735542,0.059361271148625896,0.10040581419218739,0.09142843906002318,0.0462171713300658,0.0978204079166437,0.06377938850854756,0.11075743745088752,0.0627577286321461,0.275925765022135,0.16413431257951303,0.19400255323280055,0.19771078128060324,0.22447258204750006,0.2522486019584815,0.2532314713645916,0.26252858716280825,0.24954086091389055,0.2021619818678884,0.2125738234272304,0.06497443452793872,0.251219081511643,0.0835364164181777,0.18865739882375354,0.1265174633276751,0.07682902603743043,0.23361809093301494,0.028345982008591123,0.08339466430500332,0.08955228070581565,0.11641643235047294,0.127127163377891,0.09565170826574014,0.26274650346632944,0.2271517235618055,0.6136325716986144,0.03504059280041002,0.06914435153835242,0.18365667915028103,0.6184731135643643,0.014960367795763213,0.824315816169446,0.23164152178251074,0.1540529426173858,1.0,0.03260816742260914,0.0416676284483349,0.16118077542292447,0.23472813886029098,0.813799734839475,0.7533164640090763,0.1646399700770207,0.4731627261826347,0.7968208493456924,0.12876846865378383,0.25971077658767777,0.06095800850547571,0.2599023053575247,0.5113221331914214,0.049074473990154195,0.10917374603326839,0.5702327559504212,0.013527463337869892,0.06287472546840672,0.059149355001603565,0.23883094388697904
RETROSPOT TEA SET CERAMIC 11 PC ,0.14041439611994755,0.06586773059691753,0.05106084843537459,0.03274122381516036,0.03623429789670016,0.10029278031892633,0.1541556017391968,0.35449868806536433,0.07058782620609236,0.044081095284297586,0.08290971467636056,0.02249361484934234,0.14515357450969782,0.010213228394071051,0.042837163494698224,0.04801463581737834,0.0796264360784738,0.010231811153125568,0.09003305475726876,0.2522350072288104,0.029889321550749946,0.0167207336707378,0.027298158978103025,0.2057635955057372,0.006063688155104325,0.01569124587166086,0.1516571231265627,0.026162668330532733,0.09309976523355581,0.18546062639716898,0.2032047193851185,0.05762243526744864,0.029799601392118236,0.11790099146452471,0.034441746254391684,0.04598699115473073,0.1291229131416114,0.0549376085855066,0.014527025827428966,0.10800572058348036,0.07176745800832307,0.1052672095761627,0.08052313259731501,0.1595234429014264,0.1572078265930601,0.2541292989857792,0.1812846678136143,0.08091933464867655,0.33295124702831735,0.10549912423019828,0.15986971013248621,0.21712717938566603,0.05972155262685745,0.21039104217379356,0.14142716347188578,0.13017078636976648,0.2214409679231448,0.2999024738412403,0.021126554212804044,0.08418543743648585,0.10983256406085935,0.05923765047138815,0.06062129632035595,0.10782074787728393,0.1591990004236111,0.12672474592554006,0.2947443374610719,0.15937980024622247,0.11267465259613876,0.022364394952463992,0.04918308272071362,0.05629521145308776,0.168218754221859,0.09105722376491818,0.13174994315645777,0.015235824267815662,0.039926644046862025,0.1697424341583473,0.03260816742260914,1.0,0.03988151828953695,0.17697640180265123,0.08286041181247315,0.024060853848827446,0.2943000564276125,0.2402112381888328,0.16728467315557033,0.22390269652026815,0.1339518831150974,0.06952256411051991,0.028236783650382617,0.12593327186290915,0.19583929496880895,0.07112403556431773,0.0730467856409681,0.029066226934600328,0.007313640367570686,0.047882936046151306,0.03027913375054521,0.03751629053774347
REX CASH+CARRY JUMBO SHOPPER,0.03435364732351176,0.006866940285149867,0.008844891741177021,0.005283318431458562,0.009556141026153745,0.02139006025786016,0.04192090576388958,0.02545242400407649,0.03350718169453204,0.0694478342443074,0.011757435819377783,0.013832665201969293,0.003921597740272406,0.008574602231103848,0.0056202198263006825,0.044994599769969695,0.05475356507134496,0.006425430446744472,0.013301585325697807,0.028220611476303992,0.014028788340766476,0.026188032157680098,0.02214128752483119,0.027467123686285125,0.006161204890082764,0.010477616142959157,0.0697709980615592,0.02967149968221279,0.02594693757305667,0.023621687156755257,0.007653655330802473,0.014375745510580872,0.027798685605150593,0.010923570539582421,0.011430442201901803,0.007516094883185274,0.009305771797845953,0.015286609313706397,0.008515732942236724,0.025767964532732265,0.02258307557650953,0.015714860329381783,0.015378356756931227,0.08182571291100807,0.03962934490237596,0.023206299121001656,0.021846620551885333,0.03597894754071302,0.020724588326965197,0.031044240054210782,0.018648919732008377,0.028036217089148063,0.03132360867662357,0.021609753496704166,0.03200615155843022,0.021321531276663336,0.033565062798937215,0.020248275695959633,0.004639960507257131,0.00305845553703853,0.004851306815703137,0.006688631032820604,0.017613089434786164,0.01366395864833518,0.021042512167709526,0.029453303404576477,0.02691530880754596,0.008546724039925017,0.009541428918738826,0.02197178632261996,0.012411250999061632,0.0017183423335298906,0.01310990049986593,0.011973805165975526,0.004244793910504848,0.01640412531772744,0.026571549589334765,0.015246445935112788,0.0416676284483349,0.03988151828953695,0.9999999999999998,0.014705284554931617,0.0016343389261474091,0.03510062195663033,0.01211278641847775,0.007114367313757345,0.03715140304515508,0.010202289305729462,0.01191022464194692,0.027813174017268925,0.09415220536767831,0.003809477081478903,0.03262695743540989,0.00869346256159596,0.012676357603729111,0.023602943954782796,0.003526204109652144,0.05274293375707956,0.025077544530265554,0.012506778916558312
ROSES REGENCY TEACUP AND SAUCER ,0.25241470916190306,0.16771344929383705,0.055241274082978964,0.07940331621125003,0.14378089087620594,0.06092221228201587,0.04870882871798582,0.12173090399083152,0.0707309647787301,0.23208286966682104,0.15195020247065913,0.2952258220776402,0.11726810855145367,0.09232333469444633,0.04281075837086714,0.027978539119960722,0.037017810494615236,0.009787726194880827,0.24487704969227228,0.6609352614385922,0.04635625929698602,0.007104517957380247,0.08992777352884881,0.17027793905992805,0.005973293334123679,0.016987316258298146,0.09477489013427844,0.39879183106510324,0.16992805717661685,0.2128599048208972,0.4052463805574307,0.018584720200998096,0.061541495105320546,0.05682298012495351,0.05579717674563531,0.02162822986883485,0.12732810502267083,0.0520010565437414,0.011378867032852654,0.23180130800715384,0.14670203764864512,0.033464410548244033,0.017535929335245993,0.10072411519031566,0.08162583804629005,0.12333528721973491,0.30769652687386606,0.11294920584016079,0.18723225365754131,0.12410722218918209,0.13120851951917073,0.11779820295542598,0.06290378293155116,0.13782431583816532,0.2730463519676466,0.09306376653692067,0.09381367007052377,0.27002659706598603,0.0882062663942344,0.23892207624994313,0.15974625388291444,0.028055365671031562,0.10048551094993297,0.15038545959591565,0.11514863112886142,0.04377464401810286,0.6443444387835198,0.12743175197902354,0.07021509036641609,0.08432130146505278,0.6937467719229469,0.02127039675468546,0.07705572549957214,0.15360635220323982,0.04647580839558529,0.04168201934627108,0.06011294020683759,0.5446625251718857,0.16118077542292447,0.17697640180265123,0.014705284554931617,1.0,0.06260861839212403,0.14775694813931464,0.14262446226523284,0.8160324972245202,0.27640948638254087,0.1109393226479397,0.07190564147705465,0.27581062431262754,0.05395711970596837,0.15857102354595817,0.21692666330022578,0.037811824304542274,0.1707127621701091,0.0578245057941432,0.00795310574538279,0.04520007188420884,0.08683372949324684,0.07137781362075887
ROUND SNACK BOXES SET OF4 WOODLAND ,0.5104525968032635,0.2894836379257786,0.016770562122093963,0.012665455031218971,0.0117737226013658,0.003794847514313116,0.057327073430607146,0.06793170962986067,0.6583403463183674,0.005133983693349266,0.5158320314144748,0.0009657294133176711,0.9608429230552057,0.0011380078429510166,0.063763188282708,0.0050207647846721385,0.005648203507936324,0.0004586677005488035,0.5989293111736664,0.1055275618728781,0.6267710531923157,0.0003747421543582993,0.16521451801065762,0.22218132208138988,0.0006079282005004993,0.000879137693153089,0.008992181230920599,0.0029753820122590006,0.3953381484643864,0.32377016279418375,0.24259589277007182,0.05178520110368252,0.4371503064413559,0.18784468783479225,0.22187925806168518,0.14761214752897758,0.26907391441572814,0.27374689397514923,0.11660345977141372,0.15704752218093396,0.014940264816574584,0.18405029956501032,0.06214335082111062,0.008729794156232512,0.43295064335517797,0.5892834241583366,0.5806216370328164,0.5088940552286245,0.6310026119289577,0.6827721482678106,0.6599243731353951,0.8632740726592322,0.6436267031948518,0.5929987276825394,0.039626055470169924,0.8950072578709602,0.02728300933028831,0.3986935388397712,0.27723143628831043,0.05212354084469772,0.6546534588055495,0.05247607139363634,0.057391349120202134,0.010430591242205446,0.052655434648697416,0.47701596507683675,0.09591815077572151,0.9535818101888582,0.952987594231142,0.0007248397775921465,0.001347363982782191,0.30932911774774796,0.7735904233824323,0.08942207229385228,0.0256000667169257,0.0006618658379162012,0.8830210343735044,0.17511598251686347,0.23472813886029098,0.08286041181247315,0.0016343389261474091,0.06260861839212403,1.0000000000000002,0.0018159197038295322,0.07781136757817529,0.42286610932689017,0.29451235233039513,0.04768932965065279,0.3090332318067967,0.08886164281632612,0.0029665259367766235,0.9513790711322291,0.08303866652260225,0.028713556622464373,0.0018398211302491842,0.06312049510579275,0.0004235320276291057,0.003618379606970367,0.0028293808071522776,0.9289508779274835
SCOTTIE DOG HOT WATER BOTTLE,0.044932765673982536,0.13491518975446176,0.052297819161846615,0.28130734044431194,0.0956711585763022,0.023916261502489895,0.0553944098498466,0.504556369916675,0.019737772935137458,0.2944489708759311,0.10647669464512981,0.6713037627557173,0.049679816922743474,0.04667298180525323,0.1032777988906107,0.02270878171177887,0.029457098095023636,0.2139854662101803,0.06221212728593379,0.1059898875127745,0.04582844489989118,0.02106019864804961,0.15251924052929433,0.10951680802217419,0.7381821415237996,0.7360889523208288,0.08798248551951424,0.07847761701488687,0.13303925520823365,0.15227671059778686,0.5265354682701693,0.018833147676123145,0.03517684688370212,0.0208335936583687,0.023462689098507794,0.010615350897335403,0.043173003797523764,0.017613770388636717,0.007810017835759975,0.01931420134709029,0.024824369016384105,0.02671854273441214,0.017347696111024307,0.24076194757115915,0.038376162211425084,0.047536289605712816,0.044482321786698295,0.08920544228865968,0.10716622378956159,0.07699062361534856,0.08803156311131885,0.033967796655117566,0.036645503636415104,0.037346861417879185,0.040726253956657646,0.036384037446736794,0.04585713552046949,0.07258405042516825,0.053522691080622256,0.06637977464534368,0.0728035088377518,0.013843547214655385,0.04501739098880382,0.05387357139996855,0.0879853912411634,0.015812812420632153,0.09088847705080089,0.04283346513303648,0.008875983510389991,0.5600547699838614,0.03757373100834555,0.004651652612838516,0.006916663701859513,0.5551979462805072,0.014130419521340358,0.749491023203194,0.016309513473552858,0.10188564808663608,0.813799734839475,0.024060853848827446,0.03510062195663033,0.14775694813931464,0.0018159197038295322,1.0000000000000002,0.6764558535641647,0.06572237600009637,0.3699354186209345,0.7198112473387401,0.020535253893555157,0.2382015154909127,0.05664701880432673,0.031186049659157694,0.4221413817429661,0.024075959775780705,0.10748552073665704,0.5040691753470086,0.007814968351845121,0.0396027860235652,0.03538863687297356,0.014651599267212814
SET OF 3 CAKE TINS PANTRY DESIGN ,0.12887749984021565,0.12681622416469404,0.038483772406839936,0.28697046631041423,0.04795900781782619,0.029910938141820508,0.032156259584805474,0.6301472805915602,0.06738423245050694,0.11574214813119577,0.09380513693282028,0.6365932019199578,0.13725404971541147,0.07578653505019738,0.16400701992014843,0.04460638640219729,0.08529733431034757,0.23996226813216787,0.11491721279773078,0.15161967134160198,0.06473548306884574,0.04090560560760344,0.04033608763586975,0.11564773867508213,0.8217201662517888,0.8220562323296453,0.07460178624807284,0.030132863598705234,0.11252591274479393,0.2180678836246056,0.6160949334681645,0.019561747924038725,0.057773945662969305,0.06099719443300038,0.02993585330488146,0.025703019767706982,0.07730244950358489,0.03667807447329845,0.014098252039948385,0.06809538929453676,0.06784448076052117,0.04381599048794428,0.02156668737184394,0.20690392854110096,0.07460229676241038,0.15423433856697502,0.1288680261851368,0.07132440275296441,0.23798124129868087,0.10549187153094751,0.10868300823301606,0.14786620262499067,0.046319718033026126,0.1587961952261444,0.10500384725453615,0.09874500534683114,0.1185173939250131,0.3004756845646593,0.058556304765962415,0.10598321595358087,0.13488424910069816,0.04129487954692698,0.07741602272621437,0.18548168120400982,0.10834269806109972,0.03557679793175543,0.1710781216703949,0.14050731911810166,0.09736318901443054,0.5821930968085388,0.02198208988740727,0.03501077269835814,0.11604053722796745,0.6041109030089199,0.09372629049885964,0.8170275366917414,0.05588554684404164,0.10832139535941485,0.7533164640090763,0.2943000564276125,0.01211278641847775,0.14262446226523284,0.07781136757817529,0.6764558535641647,1.0000000000000002,0.222994832361199,0.5194318630298573,0.9236922306612085,0.11135813270865438,0.14680054472276674,0.0940749163235272,0.11743236554628744,0.4276018766451557,0.041621887771461405,0.11592204991498799,0.5502901918485859,0.06669723014534762,0.06059735507197431,0.08642459594460658,0.055763912536814536
SET OF 3 REGENCY CAKE TINS,0.3918898885642301,0.20816201882600108,0.04769025237320823,0.07381427665493692,0.09534880918523712,0.03133075234841791,0.05826980959109584,0.10415902978235395,0.278973421823061,0.09978301235842901,0.2769375026506436,0.16918650272483748,0.45491215057933043,0.06514359704229142,0.052245325507496346,0.0218139913375824,0.047807808971190094,0.006096563807864369,0.3620052037532207,0.44557407771099167,0.2598734074798544,0.008561938015177871,0.09814215641053377,0.16742629414274293,0.004300793247753043,0.011455473669771165,0.06544557195328077,0.279025077324933,0.2504171611352143,0.296243868400639,0.35526411000640523,0.03212166528555474,0.20801990342107388,0.11433879136424731,0.12118386047507525,0.06952650720361156,0.202093787758169,0.14083826462611349,0.04919436158916218,0.23167566647866772,0.11076203849609118,0.08963035312935444,0.0290089619090773,0.061543729767079274,0.2189336226637886,0.32946276053414775,0.454305755083158,0.24878974085321867,0.418656208295604,0.33737881418215276,0.3340830548860834,0.4301549352096052,0.27525996017975735,0.34745375657568245,0.22219981625051777,0.40356368054632824,0.08881561458099836,0.37878051941399193,0.14369500372947877,0.20803980930674926,0.3759697172782187,0.050505632472033705,0.09273947747174614,0.10668457310209989,0.10041980677490515,0.20527751470614114,0.448424086196172,0.47113704037517135,0.4328971258944406,0.047487356135223736,0.6725411287376412,0.16602274689859733,0.3678424444873311,0.12661007359813184,0.07001594381963169,0.018283897818716584,0.3693491655682462,0.5280621583079367,0.1646399700770207,0.2402112381888328,0.007114367313757345,0.8160324972245202,0.42286610932689017,0.06572237600009637,0.222994832361199,0.9999999999999994,0.3174121260823917,0.13261403022535803,0.18445043043616366,0.18289692912994446,0.028430849995787565,0.48026188035716727,0.17416698172447273,0.03878982225806651,0.07537136237885855,0.0562340916182957,0.007571168271895949,0.03422539577800035,0.06916732493836067,0.3868775190101132
SET OF 4 PANTRY JELLY MOULDS,0.3778351792006408,0.19518277797409467,0.0422375848657282,0.17335293126501625,0.09133502250270967,0.04071956701090422,0.08787584356821546,0.3493208731664441,0.24086328479815006,0.12238112141669438,0.5569236307655412,0.46401222996475194,0.3969086806029956,0.08273143310233552,0.19874735359651818,0.14817184428136582,0.22315923464035708,0.12325978800487697,0.3612515270346566,0.373205661012221,0.4415174061986595,0.02108456773311261,0.08486860308949552,0.18650195431204603,0.3955362767826539,0.400660268277909,0.07639383933156081,0.32591561681385844,0.2112066882703306,0.2738825032373052,0.7375284733759271,0.12085450714168533,0.3237340223621725,0.18997779134862405,0.1908106200234313,0.10795601526253437,0.24745915899341533,0.17140112381233769,0.0908954810120314,0.3141992908753318,0.28422825121252415,0.19574372405853957,0.11578341293996862,0.12542812610800594,0.2202116255715046,0.32068151320492483,0.4744484856726681,0.23614157431498842,0.33565788402663455,0.31334271008164805,0.3060377726158448,0.3399900242607182,0.27655892582490427,0.3542996784379332,0.34426066012861267,0.3061661122548881,0.09500128276119509,0.31017344767197097,0.1347653181537568,0.19892821917769787,0.3392670380073013,0.05897736180260331,0.13217965995554806,0.2977194417813077,0.1930975167797727,0.16593797625908432,0.36622867952478055,0.3498068186646552,0.2840173510756134,0.3350401892351652,0.04177284291785198,0.11453883028542611,0.27003665049014547,0.3606895897341058,0.07479726395912674,0.42573793743886856,0.2696761354994051,0.5080288615834834,0.4731627261826347,0.16728467315557033,0.03715140304515508,0.27640948638254087,0.29451235233039513,0.3699354186209345,0.5194318630298573,0.3174121260823917,1.0,0.5083151019131105,0.22703751933255076,0.23567568621169224,0.06023395539071272,0.4508126633852605,0.4009288872442628,0.029620674128316777,0.14733471292050815,0.3182046578571788,0.017770986223173357,0.06505284951503143,0.08986056466601067,0.3577082304915304
SET OF 6 SPICE TINS PANTRY DESIGN,0.10098734681076904,0.06391650575788196,0.026248857166668096,0.3002525713150015,0.04051874855290394,0.006516155057658486,0.025253211822446074,0.6440780181388907,0.016980116117522752,0.08932409208485664,0.05191620010396879,0.6792242472800243,0.11225138002191533,0.019714442200983655,0.1145543930529658,0.038474614020844886,0.06456296342532895,0.25315582844390955,0.04385768579402943,0.09732226510176215,0.037666342183095024,0.007323724253990463,0.008783246353803746,0.04622752403497693,0.8857950421614242,0.8805746733021957,0.04505177024133992,0.020875710496201086,0.05435063541557032,0.10356396152171482,0.587502437013977,0.011642835843559192,0.04368750086147701,0.042531753544141106,0.01443588474894863,0.026408618378000195,0.07713884730059949,0.030553092322759986,0.014822153171809172,0.07651836034673148,0.07469629143978561,0.05126657833395935,0.0386822515128925,0.19513741218757757,0.059179503784502124,0.13306531818642536,0.11383357329198962,0.05150403192996758,0.22832977430311435,0.07264189676421379,0.08826279853105044,0.1286467339078466,0.028499376275670382,0.1433461216698204,0.09961994484271265,0.06724593160821411,0.07898001303740476,0.1467748206816437,0.033220624439306894,0.05034243200749418,0.06088047769866785,0.035714680438252946,0.038989777612480514,0.11301865075337916,0.10665927706437031,0.006140298155351333,0.12144994968705083,0.08207019035004445,0.0261057245215938,0.6055197297555414,0.016329477543268873,0.007248443281247048,0.09378386459378941,0.6100360902925096,0.08682486821388602,0.8770584842678626,0.012700751754455066,0.07368958787756992,0.7968208493456924,0.22390269652026815,0.010202289305729462,0.1109393226479397,0.04768932965065279,0.7198112473387401,0.9236922306612085,0.13261403022535803,0.5083151019131105,1.0000000000000002,0.11386507735383297,0.11842331991626269,0.03644503074057574,0.09186555188708903,0.4489999786289841,0.014252173993017113,0.06855547726389456,0.5752228583043472,0.005290837013678531,0.01419305064620876,0.009561563905597176,0.010515252210159724
SET/20 RED RETROSPOT PAPER NAPKINS ,0.3558113116339774,0.16748460690926348,0.03199711338446906,0.025783560275987098,0.022317041235380888,0.014100684858086548,0.09774150166771157,0.09415118931278478,0.23669379730380602,0.031372328821009786,0.18322847853583316,0.0623664159622271,0.3250613844445138,0.01603699253374156,0.08810525602026906,0.17727576332400974,0.2274789244364706,0.025940105198333528,0.28814611716232486,0.09302332848522078,0.19780615233986043,0.054876281866286625,0.0708902156577223,0.1403844838993811,0.003001825014747086,0.00806798068622262,0.1068821446805957,0.0665902279646828,0.16094251783647961,0.15197893519905434,0.15286325640810117,0.20875612313008746,0.3927456618208258,0.14475127560586193,0.17191930722013016,0.1916733845159564,0.27411400988477247,0.26493311429664096,0.1586812433457701,0.369920583930044,0.3501785410632241,0.3962551371301038,0.2914485051631165,0.0800607473243101,0.3631070821399668,0.2860281172691195,0.3450360742048675,0.3527062223558761,0.29382860315333825,0.3437660584660947,0.4168321214391221,0.3821912387782482,0.3102838884486041,0.40796895908919095,0.24497490673272854,0.30393648715502025,0.06638575621569937,0.329152671999423,0.11457946163951001,0.04967237328188369,0.35641380841764236,0.6980724509176955,0.15734614978266087,0.2706714132505129,0.2522089766766389,0.25831583538032826,0.10397925549965176,0.32088659125293095,0.31036314286281746,0.07218397912986833,0.049916659206223186,0.13677658019620104,0.2850067071372028,0.06907233809312771,0.050934236961995186,0.04383064445611966,0.30636153823082324,0.10778521009542241,0.12876846865378383,0.1339518831150974,0.01191022464194692,0.07190564147705465,0.3090332318067967,0.020535253893555157,0.11135813270865438,0.18445043043616366,0.22703751933255076,0.11386507735383297,1.0,0.1425161698190493,0.025173395848769636,0.32762201210023956,0.3588601982603013,0.025258522932846354,0.057609809601228815,0.11201854093295044,0.03453432876570651,0.12503392718574624,0.05173342626712372,0.27850901104645925
SET/5 RED RETROSPOT LID GLASS BOWLS,0.10965713317628305,0.2808417192607694,0.045114489718135045,0.09807550391412773,0.1210111540512002,0.04866152770963682,0.04104158392878833,0.07029583827069591,0.1479373905102437,0.35169489581412305,0.2456875829270659,0.32187383581048096,0.16096722445370315,0.015009032752877183,0.12120866762188681,0.10201469594901016,0.1344101035432152,0.02529946754084584,0.18290299782410938,0.15752939249898704,0.07285217981544172,0.047481850713754256,0.06887654442626277,0.23051730664336245,0.005765359983339779,0.017943410345825243,0.10118663678575188,0.0381883770590058,0.21437009780023072,0.2991672997002849,0.37908060900963925,0.1795366235774284,0.22057610965882354,0.1398973603022664,0.15886241166969936,0.07393508398325419,0.07741224418118513,0.1314863961004801,0.07446482430751519,0.1234140658420639,0.24995866837816805,0.09321094440920064,0.05637691956287061,0.08761343653586422,0.2330827245601875,0.18459867298093996,0.15992458163731058,0.277960879409191,0.22295267726821302,0.2575310699176159,0.3347207278345716,0.17812282586051081,0.15471997780077337,0.25519556685169886,0.25322865515512744,0.15646557609524586,0.07277303229245721,0.22435248950735903,0.13034112374888127,0.11395559340725692,0.211738076104018,0.03421438516616789,0.14947517964591114,0.15746234708304235,0.18796917270012564,0.11292650331519007,0.12189591605538407,0.15437019153833664,0.10197192340906915,0.22237137622593073,0.04907487419759012,0.03436250528824752,0.09358120440140023,0.22427088348955,0.03825357765084844,0.0902346488949477,0.15687575830535208,0.1732212226800744,0.25971077658767777,0.06952256411051991,0.027813174017268925,0.27581062431262754,0.08886164281632612,0.2382015154909127,0.14680054472276674,0.18289692912994446,0.23567568621169224,0.11842331991626269,0.1425161698190493,0.9999999999999998,0.09741918720420514,0.12978095061399403,0.36455977405845297,0.021799861284633466,0.21765770435314408,0.13230670010595383,0.012676430040599223,0.10021226556156143,0.0534148508574771,0.11261680299301105
SMALL WHITE HEART OF WICKER,0.03927264139806404,0.04703320592811447,0.011617699378395015,0.021569096001184847,0.023682700355340428,0.06561423335545305,0.023143979573261433,0.04330139213614961,0.1317999797012402,0.08828221410893664,0.04616057722325048,0.09066314703834799,0.014331763817277863,0.5440146709786371,0.5682639718513078,0.08501796096975331,0.10196488075404625,0.04458986755431179,0.03454556760382425,0.040971715285276836,0.023705650418359876,0.30537690478659685,0.03801433295978573,0.08476109057038886,0.06652988079727146,0.08477497176869292,0.08741837848962553,0.04515667260485865,0.05301896030917992,0.07536267958072324,0.14894819310197688,0.038437309538565056,0.05755424817084774,0.024139897624813375,0.04144554518019888,0.02891009621028124,0.09580496143931669,0.0271750886749362,0.017717829362044593,0.036816888432353014,0.03355448768246587,0.06804319641445564,0.05315920797959627,0.0967176668820521,0.055121336353369244,0.02793280479130629,0.04332387763679058,0.05950989415075666,0.043722972630640414,0.06630726574773446,0.049505663118496926,0.029502801962033563,0.04880381238786928,0.050569842673097505,0.06094241840059118,0.03165007919670518,0.0839182391990066,0.058177042360307074,0.06900312279961587,0.04639585551598646,0.041070477772891564,0.009768187839947996,0.0345347020268001,0.03227291069783285,0.060306319300681185,0.03128248344589903,0.03725446532512311,0.015662254218316764,0.008569601137364302,0.10602680327471573,0.0214140779864275,0.0058929590622783,0.003518239918611067,0.1115707630029775,0.005730587425656474,0.04179255234236725,0.07807388403638206,0.041537285768486185,0.06095800850547571,0.028236783650382617,0.09415220536767831,0.05395711970596837,0.0029665259367766235,0.05664701880432673,0.0940749163235272,0.028430849995787565,0.06023395539071272,0.03644503074057574,0.025173395848769636,0.09741918720420514,1.0,0.009185707595407468,0.08183028389655975,0.1607985851963754,0.04259242492870084,0.043171669066754015,0.5966331033510096,0.0755603034518659,0.5169647122597817,0.0713537244955501
